기관명,기관구분,주소,홈페이지,위도,경도
서희,정신재활시설,경기도 수원시 팔달구 동말로47번길 33-1,www.seoheefare.kr,37.2799554724898 ,126.9986147487250 
석계정신과의원,의원,서울특별시 노원구 화랑로 321 건안빌딩 4층 (월계동),,37.6146830941871 ,127.0634935761900 
석산정신건강의학과의원,의원,경기도 안산시 단원구 고잔로 76 영풍빌딩 306호 (고잔동),,37.3188413756734 ,126.8348743088650 
석정웰파크병원,병원,전라북도 고창군 고창읍 석정2로 147 (),,35.4313948969117 ,126.7375943384870 
선릉김정신과의원,의원,"서울특별시 강남구 테헤란로 410 (대치동, 금강타워 502호)",,37.5045559137175 ,127.0507294302640 
선일정신건강의학과의원,의원,서울특별시 서초구 방배로 215 3층 (방배동),,37.4923974226400 ,126.9903763703150 
선재원,정신재활시설,충청남도 천안시 동남구 청수7로 9-4,,36.7835615004525 ,127.1604621362740 
선정신건강의학과의원,의원,서울특별시 강서구 강서로 259 (내발산동),,37.5488727643728 ,126.8359976353720 
선정신과의원,의원,"서울특별시 노원구 동일로204가길 34 307호 (중계동, 씨앤미복합빌딩)",,37.6407495352012 ,127.0681721514650 
섭리가정,정신재활시설,"대전광역시 서구 관저로83, 신선마을아파트 205동 201호",www.suprihome.or.kr,36.3003825588283 ,127.3314927345920 
섭리그룹홈,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 704동 101호",blog.naver.com/suprigrouphome,36.2973344928039 ,127.3273023563580 
섭리행복가정,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 702동 309호",www.suprihome.or.kr,36.2973344928039 ,127.3273023563580 
성가롤로병원,종합병원,전라남도 순천시 순광로 221 (조례동),,34.9637500531222 ,127.5429360119350 
성가신경과정신과의원,의원,인천광역시 남동구 남동대로 889 (간석동),,37.4617522404973 ,126.7080028630770 
성가정신건강의학과의원,의원,"경상남도 창원시 의창구 원이대로 587 (용호동, 정우상가)",,,
성가정신건강의학과의원,의원,세종특별자치시 조치원읍 새내로 97 5층 1호,,36.6004010014464 ,127.2980429861670 
성남사랑의병원,중독관리통합지원센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,www.snac.or.kr,37.4443290230770 ,127.1440617591920 
성남시 분당구보건소,보건소,경기도 성남시 분당구 양현로 306 ,,37.4110735410016 ,127.1246797985190 
성남시 수정구보건소,보건소,경기도 성남시 수정구 수정로 218,,37.4443290230770 ,127.1440617591920 
성남시 중원구보건소,보건소,경기도 성남시 중원구 금상로 137 ,,37.4421562499795 ,127.1705808382160 
성남시의료원,종합병원,경기도 성남시 수정구 수정로171번길 10 성남시의료원 (태평동),,37.4449845572902 ,127.1390577245360 
성남시자살예방센터,자살예방센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,www.smhc.or.kr,37.4443290230770 ,127.1440617591920 
성남제일정신건강의학과의원,의원,"경기도 성남시 수정구 수정로 140 2,3층 (수진동)",,,
성동구보건소,보건소,서울특별시 성동구 마장로 23길 10 ,,37.5670800463862 ,127.0332143009080 
성동병원,기초정신건강복지센터,"대구광역시 북구 성북로 43, 4층",www.eosmhc.or.kr,35.8916061064482 ,128.5882705991090 
성모 다움,정신재활시설,서울특별시 성동구 청계천로 506 성동종합사회복지관 4층,www.smcmh.or.kr,37.5702230156273 ,127.0334401636390 
성모공감정신건강의학과의원,의원,경기도 시흥시 수인로 3366 삼영아트빌 5(일부)층 (신천동),,37.4408681722776 ,126.7849626419770 
성모나무정신건강의학과의원,의원,서울특별시 노원구 화랑로 337 3층 303호 (월계동),,37.6152393519423 ,127.0651692222120 
성모누리정신건강의학과,의원,서울특별시 중랑구 면목로 299 3층 (면목동),,37.5792394852013 ,127.0866753423390 
성모더오정신건강의학과의원,의원,"부산광역시 해운대구 세실로 75 5층 (좌동, 일진빌딩)",,35.1712911978093 ,129.1767685370850 
성모라움정신건강의학과의원,의원,경기도 안양시 동안구 경수대로 428 403-406호 (호계동),,,
성모라이프정신건강의학과의원,의원,서울특별시 광진구 광나루로 604 진넥스 베르디엠 201호 (구의동),,37.5415780693025 ,127.0949140253220 
성모마음정신과의원,의원,서울특별시 중랑구 동일로 903 2~5층 (묵동),,,
성모사랑정신건강의학과의원,의원,경기도 의정부시 청사로 37 신세계프라자 604호 (금오동),,37.7515205534985 ,127.0698811983320 
성모샘병원,병원,"서울특별시 도봉구 도봉로 683 5,6,7층 (방학동)",,,
성모숲정신건강의학과의원,의원,"서울특별시 동작구 사당로 300 215호 (사당동, 이수자이)",,37.4844359490926 ,126.9803085111510 
성모신경정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 926 510호 (야탑동, 메트로빌딩)",,37.4125749089603 ,127.1292936836480 
성모신경정신과의원,의원,대구광역시 동구 아양로 48 (신암동),,35.8818721943651 ,128.6193398086340 
성모연정신건강의학과의원,의원,"서울특별시 구로구 경인로67길 23 301-2호 (신도림동, 신도림2차푸르지오)",,,
성모정신건강의학과의원,의원,전라남도 목포시 영산로 325 1층 (용당동),,34.8060502293762 ,126.4010751403530 
성모정신건강의학과의원,의원,서울특별시 강남구 테헤란로87길 13 6층 (삼성동),,37.5086333777282 ,127.0585918044140 
성모정신건강의학과의원,의원,충청북도 청주시 상당구 청남로 2200 5층 (석교동),,36.6278692161250 ,127.4913406792300 
성모정신건강의학과의원,의원,대전광역시 동구 대전로 779 (원동),,36.3291455282541 ,127.4335041637530 
성모정신건강의학과의원,의원,대전광역시 중구 동서대로 1218 3층 (태평동),,36.3255203458157 ,127.3952724962020 
성모정신건강의학과의원,의원,충청남도 논산시 해월로 163 3층 (반월동),,36.2051374666705 ,127.0847574008340 
성모정신과의원,의원,경기도 광주시 중앙로 130 3층 (경안동),,37.4113435292541 ,127.2577884285170 
성모정신과의원,의원,서울특별시 영등포구 영중로 51-1 10층 (영등포동6가),,37.5209473850764 ,126.9046220731260 
성모정신과의원,의원,경기도 의정부시 태평로 110 (의정부동),,37.7423589943465 ,127.0518615747260 
성모행복정신건강의학과의원,의원,서울특별시 송파구 양산로 42 성보빌딩 3층 (거여동),,37.4926338265085 ,127.1444839960100 
성모휴정신건강의학과의원,의원,서울특별시 도봉구 도봉로 551 (쌍문동),,37.6544885008684 ,127.0377589384870 
성모힐정신건강의학과의원,의원,"서울특별시 강남구 강남대로 328 강남역 쉐르빌 2층 208,209호 (역삼동)",,37.4924272855457 ,127.0309212341660 
성부정신수양원,정신요양시설,대구광역시 북구 복현로 34길 18-17,www.sb.go.kr,35.9033930043996 ,128.6211723618580 
성북구 정신건강복지센터,기초정신건강복지센터,서울특별시 성북구 화랑로 63,www.sbcmhc1.or.kr,37.6027616666352 ,127.0395140094760 
성북구보건소,보건소,서울특별시 성북구 화랑로 63 ,,37.6027616666352 ,127.0395140094760 
성북구자살예방센터,자살예방센터,"서울특별시 성북구 오패산로 21, 4층",www.salja.or.kr,37.6041194415259 ,127.0370683649230 
성북아이정신건강의학과의원,의원,서울특별시 성북구 동소문로20가길 12 (동선동1가),,37.5922597719712 ,127.0171091405360 
성북우리아이들병원,병원,서울특별시 성북구 동소문로46길 10 (하월곡동),,37.6068511674943 ,127.0293296811190 
성산정신요양원,정신요양시설,전라남도 무안군 삼향읍 유교길 101,www.ss.ajwelfare.or.kr,34.8514256242099 ,126.4389286688910 
성서정신과의원,의원,대구광역시 달서구 계대동문로 120 4층 (이곡동),,35.8551218141725 ,128.5055734749210 
성신병원,병원,서울특별시 강북구 도봉로 181 (미아동),,37.6248559853562 ,127.0262394930910 
성심병원,병원,경상북도 안동시 정백이골길 36-15 (안막동),,36.5844526667936 ,128.7349900134270 
성심의료재단강동성심병원,종합병원,서울특별시 강동구 성안로 150 (길동),,37.5361555499193 ,127.1353357025350 
성심정신건강의학과의원,의원,충청남도 보령시 중앙로 15 (동대동),,36.3460567298542 ,126.5987006278640 
성심정신건강의학과의원,의원,충청남도 아산시 온천대로 1472 3층 (온천동),,36.7816436513574 ,127.0011204769930 
성안드레아병원,기초정신건강복지센터,경기도 이천시 이섭대천로1119 이천상공회의소 2층 ,www.imhc.co.kr,37.2705232897144 ,127.4454558076450 
성애원,정신요양시설,울산광역시 울주군 남명리1길 34-48,www.sungaewon.com,35.7119382337742 ,129.2066575504980 
성애의료재단 성애병원,종합병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",,37.5120505408562 ,126.9223691458010 
성은의료재단 연산병원,기초정신건강복지센터,"부산광역시 연제구 연제로 2, 연제구보건소 2층",www.ymhc.or.kr,35.1762117404623 ,129.0797456059600 
성일유엔아이,정신재활시설,전라북도 남원시 사매면 춘향로 822-129,www.visionsungil.co.kr,35.4762614533792 ,127.3692374608860 
성주군 정신건강복지센터,기초정신건강복지센터,경상북도 성주군 성주읍 성밖숲길 12,www.sj.go.kr,35.9173818812858 ,128.2786953865660 
성주군보건소,보건소,경상북도 성주군 성주읍 성밖숲길 12 ,,35.9173818812858 ,128.2786953865660 
성주제일병원,병원,경상북도 성주군 성주읍 성주순환로 274 성주제일병원,,35.9190890948134 ,128.2917486054550 
성지드림빌,정신요양시설,충청남도 논산시 연산면 한전2길 45-14,www.sjdreamvill.com,36.2052561596332 ,127.1866506277260 
성지병원,병원,서울특별시 금천구 가산로 122 (가산동),,37.4765953048742 ,126.8928800076880 
세광병원,병원,울산광역시 울주군 삼남면 반구대로 15 (),,35.4992714447370 ,129.0908610249550 
세광정신요양원,정신요양시설,경기도 용인시 처인구 백암면 용천로 71번길 54,www.sk-welfare.or.kr,37.1213897109084 ,127.3655466427470 
세림서울정신건강의학과의원,의원,"서울특별시 강남구 학동로 423 207호 (청담동, 청우빌딩)",,37.5184300025299 ,127.0466380884650 
세움공동체,정신재활시설,충청남도 계룡시 엄사면 번영8길 15-2,,36.2881345973895 ,127.2338414314280 
세잎클로버,정신재활시설,대구광역시 동구 해동로 8길 41(지저동),homeclover.net,35.8947400637673 ,128.6356814360150 
세종숲정신건강의학과의원,의원,세종특별자치시 도움3로 105-5 종촌 중앙프라자 605호 (종촌동),,36.5047384535432 ,127.2495317196690 
세종쉼정신건강의학과의원,의원,"세종특별자치시 한누리대로 583 503호 (도담동, 도담센트럴프라자)",,36.5152816415039 ,127.2584831319100 
세종정신건강의학과의원,의원,서울특별시 동작구 사당로 220 3층 (사당동),,37.4839184094240 ,126.9722317088390 
세종정신과의원,의원,대전광역시 중구 보문로 302 (선화동),,36.3292998987022 ,127.4205137655780 
세종특별자치시보건소,보건소,세종특별자치시 조치원읍 건강길 16,,36.6057380005546 ,127.2964522425880 
세중정신과의원,의원,경기도 의정부시 둔야로17번길 22 (의정부동),,37.7376397155356 ,127.0384614106770 
세친구,정신재활시설,경기도 부천시 송내대로 42번길 62 나동 410호,www.threefriends.or.kr,,
세화정신건강의학과의원,의원,서울특별시 중랑구 면목로 456 한성빌딩 3층 (면목동),,37.5925678878000 ,127.0868968755930 
소담,정신재활시설,"서울특별시 강북구 한천로 166길 30, 3층(수유동)",sodam.ezbuilder.co.kr/h/,37.6476601994224 ,127.0186205201640 
소망나래,정신재활시설,충청북도 청주시 서원구 수영로59번길 18-1(수곡동),www.somangnarae.co.kr,36.6165453275360 ,127.4927196721420 
소망나무,정신재활시설,서울특별시 광진구 능동로 50길 8 2층,www.hopecenter.co.kr,37.5639195137374 ,127.0837974893940 
소망의집,정신요양시설,인천광역시 서구 심곡로 132번길 22,www.somang1004.or.kr,37.5455347190087 ,126.6845891053890 
소망의집,정신재활시설,대전광역시 서구 실미길 116(우명동),www.e-somang.net,36.2232023788205 ,127.2992626282230 
소망의집,정신재활시설,전라북도 진안군 진안읍 원반월안길 39-2,http://cafe.naver.com/jinansm,35.7607661012979 ,127.4405464412700 
소망정신건강의학과의원,의원,"대전광역시 중구 중앙로137번길 31 지하1,1,3~5층 (선화동)",,,
소망정신건강의학과의원,의원,서울특별시 서초구 효령로 260 서초빌딩 4(일부)층 (서초동),,37.4840424529593 ,127.0126345114970 
소망홈,정신재활시설,서울특별시 광진구 천호대로 113길 29,www.somanghome.kti114.net,37.5585102412215 ,127.0836136287050 
소명,정신재활시설,충청남도 천안시 동남구 양지4길 47,,36.8112221704858 ,127.1370925332670 
소민정신건강의학과의원,의원,"서울특별시 강남구 영동대로 602 3층 304호 (삼성동, 삼성동미켈란107)",,37.5147215906749 ,127.0604839475250 
소운정신건강의학과의원,의원,"경기도 성남시 분당구 서현로210번길 2 305호 (서현동, 성지하이츠텔)",,37.3868389208210 ,127.1254828261530 
소정정신건강의학과의원,의원,서울특별시 성동구 아차산로 42 정명빌딩 8층 (성수동1가),,37.5464347311743 ,127.0491001194240 
소중한사람들,정신재활시설,경상북도 칠곡군 왜관읍 금남5길 60,http://simonmh.co.kr,35.9260154355383 ,128.4135367390280 
소중한아이정신건강의학과의원,의원,"경기도 부천시 길주로 91 215호 (상동, 비잔티움)",,37.5064075397063 ,126.7525646358170 
소화누리,정신요양시설,광주광역시 남구 용대로74번길 27,www.sohwaj.or.kr,35.1210851789301 ,126.9206174181260 
소화햇살둥지,정신재활시설,"광주광역시 남구 봉선1로 86, 모아아파트 102동 817호",www.sohwaj.or.kr,35.1274849186926 ,126.9147206845840 
속초보광병원,종합병원,강원도 속초시 중앙로 11 11,,,
속초시보건소,보건소,강원도 속초시 수복로 36 ,,38.1961327835830 ,128.5758058693390 
속초시정신건강복지센터,기초정신건강복지센터,강원도 속초시 중앙로17번길 6 (교동) ,http://skcmhc.or.kr/,38.1988004208562 ,128.5789196735090 
손정신건강의학과의원,의원,광주광역시 북구 임방울대로 1063 6층 (신용동),,35.2119034260902 ,126.8736157241410 
손정신건강의학과의원,의원,부산광역시 해운대구 재반로 86 3층 (재송동),,35.1863439604915 ,129.1257237154470 
손정신건강의학과의원,의원,"경기도 수원시 팔달구 정조로 762 (팔달로3가, 삼원빌딩 3층)",,37.2759050863339 ,127.0169285886500 
손정신과의원,의원,경상북도 경주시 화랑로 115 3층 (동부동),,35.8447589055535 ,129.2135663482740 
솔마음정신건강의학과의원,의원,대전광역시 중구 대종로 485 2층 (대흥동),,36.3276698600995 ,127.4261847061900 
송광정신재활센터,정신재활시설,광주광역시 광산구 우산로 17,www.gjw.or.kr/songgwang/,35.1598237676421 ,126.8041466703160 
송국클럽하우스,정신재활시설,부산광역시 해운대구 우동1로 57 대영빌딩 2.3층,songguk.tistiory.com,35.1666896767145 ,129.1574512914480 
송도메이정신건강의학과의원,의원,인천광역시 연수구 송도국제대로 157 오네스타 6층 A-606호 (송도동),,37.3809410558608 ,126.6566641611190 
송동호정신건강의학과의원,의원,"경기도 고양시 덕양구 화신로272번길 58 406호 (화정동, 영프라자빌딩)",,37.6336579503165 ,126.8321049148960 
송마음정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1545 골든뷰 메디타워 602호 (죽전동),,35.8503723563445 ,128.5360902027350 
송상길신경정신과의원,의원,부산광역시 부산진구 양지로11번길 33 (양정동),,35.1706850719512 ,129.0707261460980 
송성민정신건강의학과의원,의원,"경상남도 창원시 마산합포구 합포로 74-1 (오동동, 농협)",,35.2057031153056 ,128.5792362425140 
송신경정신과의원,의원,서울특별시 종로구 인사동5길 25 하나로빌딩 401호 (인사동),,37.5720973140597 ,126.9853924064840 
송원정신요양원,정신요양시설,경상남도 양산시 하북면 양산대로 1870-63,www.song-won.co.kr,35.4308855560382 ,129.0713290765110 
송이네집,정신재활시설,서울특별시 광진구 능동로 48 가길 7-11,,37.5626801930511 ,127.0856810720560 
송인제정신과의원,의원,부산광역시 중구 구덕로 90 (남포동6가),,35.0975715973759 ,129.0260143160380 
송정신건강의학과의원,의원,"경기도 안산시 상록구 상록수로 54 303호 (본오동, 대동빌딩)",,37.3021879834892 ,126.8659303958070 
송정중정신과의원,의원,"경기도 고양시 일산서구 중앙로 1437 401,512호 (주엽동, 화성프라자)",,,
송주연정신건강의학과의원,의원,"서울특별시 양천구 목동로 203 4층 (신정동, 로데오빌딩)",,37.5267062206829 ,126.8638067633100 
송지영정신건강의학과의원,의원,서울특별시 동대문구 회기로 154 2층 (회기동),,37.5910052708221 ,127.0532500616200 
송추정신병원,기초정신건강복지센터,경기도 양주시 삼숭로 61번길10,www.yjgreenmind.com,,
송탄정신건강의학과의원,의원,경기도 평택시 송탄공원로 72-1 2층 (지산동),,37.0746785967997 ,127.0575129144350 
송태홍정신건강의학과 의원,의원,경기도 파주시 후곡로 1 경기빌딩 2층 205호 (금촌동),,37.7574025359153 ,126.7740147785570 
송파구 정신건강복지센터,기초정신건강복지센터,서울특별시 송파구 양산로 5,www.songpa.go.kr/ehealth/,37.4897702878363 ,127.1426709908040 
송파구보건소,보건소,서울특별시 송파구 올림픽로 326 ,,37.5144771824740 ,127.1058599843890 
송파구정신건강복지센터,자살예방센터,서울특별시 송파구 양산로 5,http://www.spmind.or.kr/,37.4897702878363 ,127.1426709908040 
송파드림정신건강의학과의원,의원,서울특별시 송파구 마천로 53 대경빌딩 4층 (오금동),,37.5085512621356 ,127.1266582832130 
송파미소병원,병원,서울특별시 송파구 오금로 513 위례빌딩 (거여동),,37.4932241638816 ,127.1458787226010 
송파서울정신과의원,의원,서울특별시 송파구 송파대로 392 (송파동),,37.5026180728635 ,127.1100011218330 
송파성모정신건강의학과의원,의원,"서울특별시 송파구 송파대로 167 B동 B212호 (문정동, 문정역테라타워)",,37.4846614982049 ,127.1209336409240 
송파아이존,정신재활시설,서울특별시 송파구 장지동 충민로 6길 17,www.aizone.or.kr,37.4827571265965 ,127.1340442478550 
송파어우러기,정신재활시설,"서울특별시 송파구 백제고분로 446, 204호",harmony.ggcoop.or.kr,37.5104581017222 ,127.1127441201490 
송헌일토닥토닥정신건강의학과의원,의원,인천광역시 계양구 장제로 899 2층 (임학동),,37.5470012527399 ,126.7399332093660 
수린목,정신재활시설,서울특별시 구로구 고척로3길 99 대하쉐르빌 9동 101호,www.수린목.kr,37.4979960584367 ,126.8363658976160 
수서삼성정신건강의학과의원,의원,"서울특별시 강남구 밤고개로1길 10 201호 (수서동, 수서현대벤쳐빌)",,37.4880244867416 ,127.1018444500060 
수성구보건소,보건소,대구광역시 수성구 수성로 213 ,,35.8449592744865 ,128.6119385422910 
수성베네스트,정신재활시설,대구광역시 수성구 수성로 285,www.benest.or.kr,35.8510179876680 ,128.6130288204640 
수성중동병원,병원,"대구광역시 수성구 수성로 268 1층 102호, 2층~8층 (중동)",,35.8494051618400 ,128.6133881965530 
수앤미정신건강의학과의원,의원,울산광역시 남구 수암로 108 2층 (신정동),,35.5284805830643 ,129.3189950735510 
수영구보건소,보건소,부산광역시 수영구 수영로 637-5 ,,35.1624774001588 ,129.1134882397080 
수원성심정신건강의학과의원,의원,경기도 수원시 영통구 중부대로 308 (매탄동),,37.2730858824000 ,127.0494771061070 
수원시 권선구보건소,보건소,경기도 수원시 권선구 호매실로 22-50 ,,37.2587427988491 ,126.9711296989080 
수원시 영통구보건소,보건소,경기도 수원시 영통구 영통로 396 ,,37.2568828036311 ,127.0697108166960 
수원시 장안구보건소,보건소,경기도 수원시 장안구 송원로 101 ,,37.3040947298509 ,127.0104006565380 
수원시 팔달구보건소,보건소,경기도 수원시 팔달구 팔달산로 6 ,,37.2714996360162 ,127.0125181816330 
수원시성인정신건강복지센터,기초정신건강복지센터,경기도 수원시 팔달구 매산로 89 2층 ,www.suwonmental.org,37.2704984896655 ,127.0106741766090 
수원시자살예방센터,자살예방센터,경기도 수원시 팔달구 동말로 47번길 17,,37.2793962935717 ,126.9993589666060 
수원신경정신과의원,의원,경기도 수원시 팔달구 정조로 777 (팔달로3가),,37.2773438022056 ,127.0161041031080 
수원우노병원,병원,경기도 수원시 권선구 장다리로 94 (권선동),,37.2585410675246 ,127.0216305172040 
수원중앙병원,병원,경기도 수원시 권선구 권선로 654 (권선동),,37.2599787709099 ,127.0225987134660 
수인복지재단,중독관리통합지원센터,대구광역시 동구 아양로 246-1(3층),www.alcohol21.net,35.8869118636571 ,128.6399924058170 
수정신건강의학과의원,의원,"서울특별시 중구 동호로 180 2층 203호 (신당동, 동양빌딩)",,37.5544192245189 ,127.0113126535250 
수지연세정신과의원,의원,"경기도 용인시 수지구 풍덕천로 122 5층 503-3호 (풍덕천동, 하나로프라자)",,37.3225414211379 ,127.0955543246060 
순창군보건의료원,보건소,전라북도 순창군 순창읍 교성로 135,,35.3670047962974 ,127.1440816778370 
순천시 정신건강복지센터,기초정신건강복지센터,전라남도 순천시 중앙로 232 순천시보건소 3층,,34.9667477881168 ,127.4860333400140 
순천시보건소,보건소,전라남도 순천시 중앙로 232 ,,34.9667477881168 ,127.4860333400140 
순천정신건강의학과의원,의원,전라남도 순천시 중앙로 119-1 (중앙동),,34.9563794908492 ,127.4839155784870 
순천향대학교 부속 구미병원,종합병원,경상북도 구미시 1공단로 179 (공단동),,36.1034159338514 ,128.3821702636790 
순천향대학교 부속 서울병원,종합병원,서울특별시 용산구 대사관로 59 (한남동),,37.5342808357653 ,127.0038780334510 
순천향대학교부속 부천병원,기초정신건강복지센터,경기도 부천시 성오로 172 오정어울마당 3층,www.bucheonlove.co.kr,37.5283468189716 ,126.7960265764640 
순천향대학교부속 천안병원,상급종합병원,"충청남도 천안시 동남구 순천향6길 31 5동 (봉명동,순천향대학교병원)",,36.8028196170577 ,127.1381513875390 
순천향대학교부속부천병원,상급종합병원,경기도 부천시 조마루로 170 (중동),,37.4983707318869 ,126.7621091151880 
숭인사회복귀시설,정신재활시설,경상남도 양산시 모래들1길 91,www.soongin.net,35.4013161084635 ,129.1471567854310 
숭인정신건강의학과의원,의원,부산광역시 동래구 중앙대로 1325 이센타워 10층 1001호 (온천동),,35.2053100227824 ,129.0775302610390 
쉐어하우스,정신재활시설,경기도 부천시 소사로126번길 59-7 2층,cafe.naver.com/shareh3312,37.4709352717383 ,126.7996197229300 
쉼정신건강의학과의원,의원,"서울특별시 강동구 천호대로 1116 2층 207,028호 (성내동, 라이저강동빌딩)",,37.5346033324204 ,127.1351561700580 
쉼터공동체,정신재활시설,대전광역시 유성구 세동로474-35,shimter8269.or.kr,36.3119629996121 ,127.2699190264630 
쉼플러스정신건강의학과의원,의원,서울특별시 강남구 학동로 215 씨엘타워 602호층 (논현동),,37.5148747650558 ,127.0325682427100 
스롤라인,정신재활시설,서울특별시 용산구 백범로 90길 이레빌딩 1층,www.srolanh.or.kr,37.53710687483355,126.96799110019184
스마일빌,정신요양시설,전라북도 남원시 대면대곡 신계길397,www.smilevill.or.kr,,
스마트정신건강의학과의원,의원,"세종특별자치시 절재로 194 504호 (어진동, 세종드림)",,36.5083073428532 ,127.2624450145630 
슬하정신건강의학과의원,의원,제주특별자치도 제주시 노형8길 2 4층 (노형동),,33.4843262448719 ,126.4773461691560 
승우정신요양원,정신요양시설,경기도 오산시 가장산업동로 69-9,www.sw1988.kr,37.1645790724151 ,127.0421763424800 
시온정신건강의학과의원,의원,경상남도 거창군 거창읍 중앙로 163-4 4층 (중앙수입코너),,35.6879882835375 ,127.9162762038750 
시울 정신건강의학과의원,의원,"제주특별자치도 서귀포시 일주동로 8675 (서귀동, 한라클리닉)",,33.2530177709473 ,126.5616894086220 
시일건강타운,정신요양시설,전라남도 장성군 북하면 백양로 445,www.siil.or.kr,35.4259980967960 ,126.8461770155380 
시흥시보건소,보건소,경기도 시흥시 호현로 55,,37.4455363294930 ,126.7853140700120 
시흥시자살예방센터,자살예방센터,경기도 시흥시 호현로 55 ,,37.4455363294930 ,126.7853140700120 
시흥정신건강의학과의원,의원,경기도 시흥시 비둘기공원로 8 시흥메디칼 801호 (대야동),,37.4440583578658 ,126.7904629661830 
신 경성 정신건강의학과의원,의원,부산광역시 수영구 수영로 577 3층 (광안동),,35.1573344423470 ,129.1127185112770 
신가병원,종합병원,광주광역시 광산구 목련로 316 (신가동),,35.1774169325380 ,126.8296947580900 
신광철정신건강의학과의원,의원,인천광역시 미추홀구 인하로 275 (주안동),,37.4483120338692 ,126.6787189477620 
신남정신건강의학과의원,의원,대구광역시 중구 달성로 1 6층 (대신동),,35.8651990406052 ,128.5820280054830 
신대구정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1660 3층 (감삼동),,35.8537884752011 ,128.5477006942090 
신림정신건강의학과의원,의원,"서울특별시 관악구 신림로 366 (신림동, 7층)",http://www.sillimclinic.co.kr/,37.4869764016860 ,126.9293343161450 
신림평온정신건강의학과의원,의원,서울특별시 관악구 남부순환로 1619-1 4층 (신림동),https://sillimpeaceful.modoo.at/,37.4847068287051 ,126.9306630635840 
신명기정신건강의학과의원,의원,"경기도 의정부시 시민로 83 404호 (의정부동, 광장타워)",,37.7387719935114 ,127.0445208928800 
신상은정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로926번길 6 6층 602호 (야탑동, 대덕프라자)",,37.4121837084373 ,127.1298492134720 
신생원,정신요양시설,대전광역시 유성구 진잠옛로 135번길 115,www.villageoflove.co.kr,,
신석호정신과의원,의원,"서울특별시 강남구 개포로 615 201-1호, 308호 (개포동)",,,
신세계병원,병원,전라북도 김제시 금산면 구성5길 84-15 (),,35.7447265838204 ,127.0078629465040 
신세계정신건강의학과의원,의원,광주광역시 서구 죽봉대로 86 3층 (농성동),,35.1609384583481 ,126.8838674621520 
신세계정신건강의학과의원,의원,"부산광역시 수영구 수영로 710-1 10층 (광안동, 프라임메디칼빌딩)",,35.1676930750120 ,129.1172283830560 
신세계효병원,기초정신건강복지센터,전라북도 부안군 부안읍 오리정로 124,www.bmhc.or.kr,35.7228623215750 ,126.7356007288950 
신세광의료재단 세광병원,기초정신건강복지센터,울산광역시 울주군 서향교1길 67-122층,www.ujcmhc.or.kr,,
신안군보건소,보건소,전라남도 신안군 압해읍 천사로 1004 ,,34.8336021815033 ,126.3514252878960 
신유호정신건강의학과의원,의원,"경기도 성남시 분당구 분당로53번길 9 301호 (서현동, 에이원프라자)",,37.3839206829169 ,127.1213426773750 
신재경정신건강의학과의원,의원,"서울특별시 마포구 양화로 156 3층 315호 (동교동, LG팰리스빌딩)",,37.5561130617043 ,126.9234466014560 
신지용정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로916번길 7 301호 (야탑동, 서일빌딩)",,37.4111594150910 ,127.1298628074370 
신창사랑병원,병원,광주광역시 광산구 풍영정길 147 (신창동),,35.1830900930408 ,126.8504712071340 
신한대학교,기초정신건강복지센터,경기도 동두천시 중앙로 167,www.cmhc.or.kr,37.8966121948147 ,127.0517169848410 
신혜힐링타운,정신요양시설,전라남도 해남군 해남읍 중앙1로 391,www.jncsw.org/shinhyewon,34.5767733094375 ,126.5871536103100 
신홍식신경정신과의원,의원,"대구광역시 수성구 지범로 188 402호 (범물동, 청구리빙월드)",,35.8208017792409 ,128.6395178683150 
실버힐스병원,병원,"경기도 남양주시 경춘로 1260 (평내동, 하나프라자 5층)",,37.6466628168998 ,127.2347945308910 
심경장원,정신요양시설,대전광역시 유성구 진잠옛로 222-170,www.skjw.co.kr,36.3345098298118 ,127.3243715430610 
심연정신건강의학과의원,의원,제주특별자치도 제주시 중앙로 570 2층 (아라일동),,33.4726590975615 ,126.5452661523340 
심온정신건강의학과의원,의원,"서울특별시 강남구 압구정로 212 302호 (신사동, 방우빌딩 302호)",,37.5278408488996 ,127.0304577518290 
심우정신건강의학과의원,의원,인천광역시 부평구 길주로 633 삼산메디캐슬 302호 (삼산동),,37.5072992882190 ,126.7328852881400 
심우정신건강의학과의원,의원,대구광역시 중구 중앙대로 392 동성빌딩 3층 (동성로3가),,35.8680441924809 ,128.5938495775620 
심일정신건강의학과의원,의원,"경기도 안산시 단원구 원포공원1로 35 303,304호 (초지동)",,,
심정신건강의학과의원,의원,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 2층 204호 (마곡동),,37.5599152591940 ,126.8343608462000 
